client,server,datasource,graph
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,2,0 0,3,0 0,4,0 0,6,0 0,9,0 0,10,3 0,11,5735 0,13,1105 0,14,16.69 1,0,3675.63 1,2,19.5 1,3,0 1,4,5126.5 1,6,3929.67 1,9,20 1,10,3138 1,11,5759 1,13,4801.75 1,14,3679.22 2,0,2910.77 2,4,4443 2,6,2974.33 2,9,9 2,10,2677.4 2,13,4443.67 2,14,2865.19 3,0,7598.52 3,1,5804 3,2,5823.5 3,4,8028 3,6,7798.78 3,9,5825 3,10,6765.38 3,11,5759 3,13,9154.25 3,14,7654.68 4,0,314.559 4,1,21 4,2,41 4,6,19.6667 4,9,42 4,10,20.2857 4,13,1125.75 4,14,211.912 6,0,1285.04 6,1,0.5 6,2,7 6,3,0 6,4,5113 6,9,5 6,10,1284.5 6,11,5759 6,13,1106.25 6,14,1180.72 9,0,3546.99 9,2,7 9,4,4450 9,6,3572.4 9,10,3349 9,13,4451.33 9,14,3545.46 10,0,1028.61 10,1,6 10,2,10.5 10,4,5102.5 10,6,6.77778 10,9,2 10,11,5735 10,13,1109.5 10,14,826.776 11,0,1913.2 11,1,44 11,2,64 11,4,2269 11,6,2039.56 11,9,65 11,10,1968.86 11,13,3395.25 11,14,1908.96 13,0,17.2767 13,1,12 13,2,32.5 13,4,22 13,6,15.5 13,9,33 13,10,18.3333 13,14,17.1493 14,0,0.0677966 14,1,0 14,2,0 14,3,0 14,4,0 14,6,0 14,9,0 14,10,3 14,11,5735 14,13,1105"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,10,0 0,13,0 0,14,0.00559701 6,0,3.01856 6,10,2.8 6,13,4 6,14,2.91473 10,0,5.44192 10,6,5.2 10,13,7.25 10,14,5.77778 13,0,12.1781 13,6,11.2727 13,10,9.6 13,14,10.6237 14,0,0 14,6,0 14,10,0 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,9,0 0,10,0.0909091 0,14,0.0145719 6,0,4.87887 6,9,4.5 6,10,5.22222 6,14,4.82353 9,0,5.16707 9,6,5.33333 9,10,5.1 9,14,5.26195 10,0,2.91981 10,6,2.5 10,9,3.28571 10,14,2.80917 14,0,0 14,6,0 14,9,0 14,10,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,3,0 0,4,0 0,6,0 0,8,0 0,10,0 0,13,590 0,14,6.11263 3,0,3398.71 3,4,3573 3,6,3606.6 3,10,3001.5 3,13,3597.17 3,14,3496.37 4,0,32.3435 4,6,32.7 4,10,26.4 4,13,32.8 4,14,30.5598 6,0,518.148 6,3,0 6,4,3574 6,8,0 6,10,599 6,13,594 6,14,492.229 8,0,3354.03 8,3,0 8,4,3574 8,6,3607.1 8,10,3002 8,13,3597.17 8,14,3476.07 10,0,309.79 10,3,3 10,4,3565 10,6,5.45455 10,8,3 10,13,595 10,14,288.722 13,0,8.76868 13,4,24 13,6,7.6 13,10,9.6 13,14,8.84114 14,0,0 14,3,0 14,4,0 14,6,0 14,8,0 14,10,0 14,13,590"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,4,0 0,6,0.111111 0,9,0 0,10,0 0,11,0 0,13,483.5 0,14,3.92048 4,0,5.05769 4,6,7.5 4,10,1 4,13,8 4,14,5.21429 6,0,244.704 6,4,1960 6,9,1 6,10,395.6 6,11,8 6,13,649.667 6,14,353.656 9,0,781.495 9,4,1986 9,6,673.333 9,10,666.667 9,11,11 9,13,1978.5 9,14,1079.19 10,0,135.414 10,4,1977 10,6,5.33333 10,9,2 10,11,1 10,13,491.75 10,14,182.877 11,0,1421.02 11,4,1975 11,6,796 11,10,1977 11,13,1967 11,14,1652.92 13,0,12.2266 13,4,23 13,6,15.1111 13,9,8 13,10,13.5 13,11,20 13,14,13.0043 14,0,0.00211416 14,4,0 14,6,0.111111 14,9,0 14,10,0 14,11,0 14,13,483.5"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,10,0 0,13,0 0,14,0.0306859 6,0,2.9325 6,10,2.83333 6,13,2.16667 6,14,2.83495 10,0,4.75545 10,6,4.81818 10,13,4.83333 10,14,4.97963 13,0,4.84872 13,6,5.3 13,10,5.33333 13,14,4.87097 14,0,0 14,6,0 14,10,0 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,9,0 0,10,0 0,13,0 0,14,0.0439331 6,0,4.10656 6,9,4 6,10,4.85714 6,13,2.25 6,14,4.15385 9,0,19.919 9,6,22.6667 9,10,14.4286 9,13,27.75 9,14,20.0254 10,0,4.3177 10,6,5 10,9,2 10,13,5.5 10,14,4.36889 13,0,5.39932 13,6,5 13,10,5 13,14,5.48043 14,0,0 14,6,0 14,9,0 14,10,0 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,3,0 0,4,0 0,6,0 0,9,0 0,10,0 0,13,659.6 0,14,5.35691 1,0,2058.74 1,3,0 1,4,3321 1,6,2344.5 1,9,13.5 1,10,1493.89 1,13,3336 1,14,2043.2 3,0,3322.18 3,4,3320 3,6,3342.57 3,10,3339.5 3,13,3336 3,14,3339.73 4,0,20.5084 4,6,21.8571 4,10,19.25 4,13,24.5 4,14,20.4882 6,0,476.126 6,1,2 6,3,2 6,4,3323 6,9,5 6,10,372.778 6,13,661.8 6,14,411.247 9,0,2319.76 9,1,8 9,3,9 9,4,3330 9,6,2608.44 9,10,1677.5 9,13,3345 9,14,2312.95 10,0,348.762 10,1,0 10,3,0 10,4,3321 10,6,4.11111 10,9,2 10,13,663.6 10,14,276.245 13,0,10.2222 13,4,22 13,6,8.71429 13,10,10.25 13,14,9.93113 14,0,0 14,1,0 14,3,0 14,4,0 14,6,0 14,9,0 14,10,0 14,13,659.6"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,9,0 0,10,0 0,13,0 0,14,0.0181818 6,0,3.30414 6,9,5 6,10,4.5 6,13,2.75 6,14,3.72401 9,0,6.45045 9,6,9.66667 9,10,4.5 9,13,12 9,14,6.53554 10,0,4.5475 10,6,5.44444 10,9,2.5 10,13,6.5 10,14,4.39216 13,0,9.02536 13,6,9.5 13,9,13.5 13,10,13.6667 13,14,10.7033 14,0,0 14,6,0 14,9,0 14,10,0 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,6,0 0,9,0 0,10,0 0,13,0 0,14,0.0122951 1,0,14.7755 1,6,15.6667 1,9,16 1,10,15.75 1,14,15.2428 6,0,4.00866 6,1,4 6,9,6 6,10,4.5 6,13,2.33333 6,14,4.11333 9,0,4.74252 9,6,5.5 9,10,4.33333 9,14,4.8631 10,0,4.61491 10,1,7 10,6,5.125 10,9,3 10,13,5.66667 10,14,4.60549 13,0,11.1599 13,1,2 13,6,10.1429 13,9,18 13,10,13.3333 13,14,11.5681 14,0,0 14,1,0 14,6,0 14,9,0 14,10,0 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,3,0 0,4,0 0,6,0 0,10,0 0,13,492.143 0,14,5.78017 1,0,3422.01 1,3,0 1,4,3492 1,6,3529.08 1,10,3528.86 1,13,3519.86 1,14,3474.19 3,0,3460.11 3,4,3492 3,6,3528.92 3,10,3528.86 3,13,3519.71 3,14,3491.47 4,0,38.6727 4,6,36.9167 4,10,36.8571 4,13,36.3333 4,14,35.7766 6,0,2.30195 6,10,2.33333 6,13,2 6,14,2.45817 10,0,302.313 10,1,0 10,3,0 10,4,3492 10,6,5.33333 10,13,499.714 10,14,264.636 13,0,7.98295 13,4,23 13,6,7.41667 13,10,8.28571 13,14,8.1745 14,0,0 14,3,0 14,4,0 14,6,0 14,10,0 14,13,492.143"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,4,0 0,6,0 0,8,0 0,9,0 0,10,0.285714 0,13,639 0,14,6.15458 4,0,9.31579 4,6,9.33333 4,10,7 4,13,12.5 4,14,9.54749 6,0,327.639 6,4,3221 6,8,4 6,9,4.5 6,10,465.143 6,13,641.4 6,14,444.17 8,0,3196.53 8,4,3217 8,6,3227.33 8,10,3224.5 8,13,3217.67 8,14,3225.59 9,0,1051.25 9,4,3239 9,6,1630 9,8,22 9,10,1088 9,13,2433.25 9,14,1533.93 10,0,269.501 10,4,3225 10,6,4 10,8,7 10,9,2 10,13,803.75 10,14,324.117 13,0,12.1095 13,4,22 13,6,11.4286 13,8,10 13,9,10.5 13,10,13.4286 13,14,12.202 14,0,0.00665188 14,4,0 14,6,0 14,8,0 14,9,0 14,10,0.285714 14,13,639.2"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,10,0 0,13,0 0,14,0.0273224 6,0,2.42453 6,10,2.42857 6,13,2 6,14,2.59158 10,0,4.78884 10,6,5 10,13,5 10,14,4.87214 13,0,4.88083 13,6,5.4 13,10,4.83333 13,14,4.83368 14,0,0 14,6,0 14,10,0 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,4,0 0,6,0 0,9,0 0,10,0.142857 0,13,0 0,14,0.0418848 1,0,23.4231 1,6,28 1,9,5 1,10,19.8 1,13,35.3333 1,14,23.7035 4,0,28.7917 4,1,6 4,6,34.8333 4,9,12 4,10,26.4 4,13,42.3333 4,14,28.9205 6,0,4.1 6,1,14 6,4,7 6,9,4 6,10,4.57143 6,13,1.6 6,14,4.51049 9,0,23.3655 9,6,27.8 9,10,18 9,13,29.6667 9,14,23.5927 10,0,6.45152 10,1,9 10,4,2 10,6,7.625 10,9,2 10,13,6.5 10,14,6.29109 13,0,10.9474 13,1,19 13,4,12 13,6,11.6667 13,9,25 13,10,15.8571 13,14,12.6727 14,0,0 14,1,0 14,4,0 14,6,0 14,9,0 14,10,0 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,4,0 0,6,0 0,10,0 0,13,576.167 0,14,6.09632 1,0,3500.29 1,4,3479 1,6,3507.89 1,10,3508.67 1,13,3499.67 1,14,3505.77 4,0,213.399 4,1,1 4,6,28.4444 4,10,28.6667 4,13,600.167 4,14,187.123 6,0,394.184 6,1,2 6,4,1741.5 6,10,500.429 6,13,578.167 6,14,443.978 10,0,289.026 10,1,5 10,4,1743.5 10,6,4.1 10,13,580.833 10,14,299.819 13,0,7.69972 13,4,22 13,6,7.66667 13,10,8.33333 13,14,8.46058 14,0,0 14,1,0 14,4,0 14,6,0 14,10,0 14,13,576.167"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,4,0 0,6,0 0,10,0 0,13,0.2 0,14,0.0206379 1,0,3.96923 1,6,5 1,10,5 1,14,4 4,0,4.78571 4,1,1 4,6,7 4,10,7 4,14,4.825 6,0,6.23543 6,1,7 6,4,5 6,10,3.83333 6,13,6.6 6,14,5.58687 10,0,4.57143 10,1,3 10,4,1 10,6,6 10,13,5.25 10,14,4.73708 13,0,6.30392 13,1,10 13,4,8 13,6,5.85714 13,10,6.83333 13,14,5.95181 14,0,0.00224719 14,1,0 14,4,0 14,6,0 14,10,0 14,13,0.2"
192.168.1.149:54124,172.217.168.174:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,739.816 0,2,285.6 0,3,298.6 0,4,1925.5 0,5,6501 0,6,0 0,7,6928.25 0,8,448 0,11,0 0,12,499.333 0,13,8096 0,14,87.5238 1,0,407.295 1,2,308.2 1,3,296 1,4,1897.88 1,5,229 1,6,317 1,7,5603.5 1,8,595.25 1,11,359.5 1,12,652.667 1,13,0 1,14,260.595 2,0,5909.52 2,1,7814.63 2,3,5279.6 2,4,9007.38 2,5,19737 2,6,389 2,7,19368.5 2,8,2016.25 2,11,431 2,12,1917.67 2,13,8242 2,14,2075.9 3,0,6020.33 3,1,6411.28 3,2,5533.2 3,4,10671.1 3,5,7205 3,7,16389.5 3,8,2549.67 3,12,2349 3,13,8225 3,14,7150.8 4,0,3193.97 4,1,5651.45 4,2,10100.5 4,3,3526.5 4,5,18699 4,7,8893.75 4,8,1144.5 4,12,1944 4,13,9703 4,14,7501.29 5,0,13557.3 5,1,15795.6 5,2,6435 5,3,25393.5 5,4,13204.6 5,7,25483.5 5,8,2515 5,12,3313 5,13,21070 5,14,8872.14 6,0,13374.2 6,1,15080.6 6,2,13736.2 6,3,11028.4 6,4,21308.4 6,5,27253.5 6,7,39970.2 6,8,2266.75 6,11,84 6,12,1819.33 6,13,22791 6,14,2653.97 7,0,8112.11 7,1,9208.94 7,2,8601 7,3,2261 7,4,9538.14 7,5,12699 7,13,12703 7,14,504.857 8,0,12496.2 8,1,12257.5 8,2,11581 8,3,8947.4 8,4,16844.1 8,5,24495 8,7,34937.2 8,12,113.5 8,13,17758 8,14,3312.17 11,0,13145.3 11,1,14996 11,2,13651.8 11,3,10943.8 11,4,21224 11,5,27169.5 11,6,0 11,7,39886 11,8,2182.5 11,12,1735 11,13,22707 11,14,2433.74 12,0,12067.9 12,1,12362.8 12,2,11518.6 12,3,8912.4 12,4,16860.9 12,5,24566.5 12,7,34936 12,8,1991 12,13,17757 12,14,3280.42 13,0,15480.9 13,1,18313.5 13,2,30037 13,3,16871 13,4,10472.2 13,5,29996 13,7,27140.7 14,0,8397.87 14,1,10358.1 14,2,9261.4 14,3,6659 14,4,11990.1 14,5,21759 14,6,0 14,7,31927 14,8,1948.5 14,11,0 14,12,1546.33 14,13,12198"
192.168.1.149:59362,216.58.201.161:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,44.5 0,2,2 0,3,5.66667 0,5,4 0,10,0 0,12,0 0,14,1.26214 1,0,2743.55 1,2,2 1,3,6.66667 1,10,72 1,12,0 1,14,48.6699 2,0,2818.26 2,1,138.667 2,3,11 2,10,76 2,12,216 2,14,54.8447 3,0,2794.59 3,1,181 3,10,51 3,12,192 3,14,29.9709 5,0,2762.93 5,1,131 5,2,27 5,3,38.6667 5,10,104 5,12,244 5,14,82.6408 10,0,18241.6 10,1,130 10,12,140 10,14,140 12,0,22638.8 14,0,2969.75 14,1,130 14,10,0 14,12,0"
192.168.1.149:38238,216.58.201.150:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,100.75 0,2,0 0,3,0 0,4,52 0,7,0 0,8,0.5 0,9,0 0,10,0 0,14,0.294964 1,0,2260.09 1,2,0 1,3,1 1,4,0.5 1,7,0 1,8,7.5 1,9,0 1,10,0 1,14,6.84892 2,0,11327 2,1,81.3333 2,3,23 2,9,0 2,14,19 3,0,16446.1 3,1,87 4,0,6975.81 4,1,40 4,2,1 4,3,25 4,7,1 4,9,1 4,10,13 4,14,11.7308 7,0,10661.3 7,1,82 7,2,0 7,3,24 7,9,0 7,14,13.8 8,0,5248.78 8,1,337.636 8,2,182 8,3,206 8,4,171 8,7,181 8,9,182 8,10,175 8,14,331.125 9,0,11326.9 9,1,81.3333 9,3,23 9,14,22.1667 10,0,7254.96 10,1,54.8 10,2,6 10,3,30 10,4,5 10,7,6 10,9,6 10,14,12.0952 14,0,2429.25 14,1,251.091 14,2,0 14,3,0 14,4,81 14,7,0 14,8,0 14,9,0 14,10,0"
192.168.1.149:33654,172.217.168.162:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,23.6923 0,2,170.6 0,3,73 0,4,73 0,5,12776.7 0,6,12517 0,14,62.0625 1,0,4433.49 1,2,181 1,3,146 1,4,146 1,5,25482.5 1,6,12610 1,14,55.875 2,0,13838.7 2,1,11727.9 2,3,148 2,4,148 2,5,31810.5 2,6,12573 2,14,217.062 3,0,16523.4 3,1,15043.7 3,2,1039.25 3,5,33027 3,6,13789 3,14,995.067 4,0,16523.4 4,1,15043.7 4,2,1039.25 4,3,0 4,5,33027 4,6,13789 4,14,995.067 5,0,1561.78 5,1,417.385 5,2,968.2 5,3,166 5,4,166 5,6,13955 5,14,1090.25 6,0,19612.2 6,1,15448 6,5,19238 14,0,13899.8 14,1,12856.4 14,2,47 14,3,146 14,4,146 14,5,31980.5 14,6,12742"
192.168.1.149:33734,216.58.201.174:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,2459.33 0,2,0.333333 0,3,12 0,4,0 0,8,3 0,14,1 1,0,3489.73 1,2,17 1,3,6 1,4,38 1,14,15.5046 2,0,7107.7 2,1,4978 2,3,11 2,4,21 2,8,43 2,14,5263.25 3,0,7655.44 3,1,7470 3,2,5 3,4,26 3,14,5364.59 4,0,12406.2 4,1,7443.5 4,14,7464.06 8,0,7528.94 8,1,4994.33 8,2,11.5 8,3,12 8,4,44 8,14,5382.84 14,0,3419.27 14,1,4965.33 14,2,14.5 14,3,15 14,4,0 14,8,3"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,3,0 0,6,0 0,8,0 0,9,0 0,10,0.285714 0,14,0.276527 3,0,4155.12 3,14,13.1034 6,0,567.625 6,3,1 6,8,0 6,9,4 6,10,3.2 6,14,5.16372 8,0,3189.74 8,3,1 8,14,12.5758 9,0,482.47 9,3,10 9,6,5 9,8,9 9,10,3.16667 9,14,6.01866 10,0,447.396 10,3,5 10,6,2.5 10,8,3 10,9,2.5 10,14,3.62153 14,0,412.674 14,3,0 14,6,0 14,8,0 14,9,0 14,10,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,4,0 0,6,0 0,9,0 0,10,0 0,13,0 0,14,0.0428212 1,0,2362.04 1,4,20 1,13,13 1,14,13.72 4,0,14611.1 4,14,1.4 6,0,337.005 6,1,1 6,4,22 6,10,1.8 6,13,7 6,14,4.04839 9,0,340.074 9,1,42 9,4,63 9,6,21 9,10,18.6 9,13,30.6667 9,14,25.2944 10,0,339.98 10,1,3 10,4,24 10,6,3.44444 10,13,9.66667 10,14,6.16398 13,0,424.152 13,1,16 13,4,6 13,6,7.85714 13,10,8 13,14,8.09396 14,0,311.581 14,1,0 14,4,0 14,6,0 14,9,0 14,10,0 14,13,0"
192.168.1.149:57142,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,1 0,2,0 0,3,0 0,5,0.5 0,6,0.2 0,9,2 0,10,0.285714 0,12,0 0,13,1 0,14,0.226821 1,0,101.388 1,2,0 1,3,89 1,5,95 1,6,107.2 1,9,105 1,10,116.286 1,12,92 1,13,66 1,14,94.0762 2,0,101.135 2,3,89 2,5,95 2,6,106.4 2,9,105 2,10,115.857 2,12,91 2,13,65.5 2,14,93.5447 3,0,30.0395 3,5,6 3,6,24 3,9,16 3,10,26.8571 3,12,2 3,13,41 3,14,23.776 5,0,47.1075 5,1,20 5,2,21 5,3,110 5,6,34.6 5,9,10 5,10,20.8571 5,12,113 5,13,28.5 5,14,51.0911 6,0,4.66316 6,3,8 6,5,14 6,9,7 6,10,4.28571 6,12,10 6,13,2 6,14,5.48724 9,0,16.3304 9,6,13 9,10,13.5 9,13,24 9,14,14.1374 10,0,2.17597 10,6,2 10,9,5 10,13,4 10,14,2.34859 12,0,28.3171 12,5,3 12,6,21.75 12,9,13 12,10,24.1429 12,13,38 12,14,22.0822 13,0,80.7865 13,3,87 13,5,93 13,6,105.2 13,9,103 13,10,95.8571 13,12,89 13,14,80.894 14,0,0.00271739 14,3,0 14,5,1 14,6,0 14,9,0 14,10,0.142857 14,12,0 14,13,0"
192.168.1.149:57142,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0.1 0,9,0 0,10,0 0,12,0 0,13,0 0,14,0.0188679 6,0,3.86947 6,9,3 6,10,3.8 6,12,7 6,13,1.25 6,14,3.97351 9,0,13.704 9,6,16.625 9,10,11.5 9,12,32 9,13,15.3333 9,14,13.6562 10,0,5.66351 10,6,7.625 10,9,7.5 10,12,4 10,13,8.33333 10,14,5.66005 12,0,0.848485 12,6,2 12,14,0.83871 13,0,8.02355 13,6,8.11111 13,9,6 13,10,6 13,12,9 13,14,8.11659 14,0,0.002 14,6,0.1 14,9,0 14,10,0 14,12,0 14,13,0"
192.168.1.149:57142,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,2,0 0,4,0 0,6,0 0,8,0 0,9,0 0,10,0.222222 0,11,4706 0,13,0 0,14,0.037037 1,0,4560.18 1,4,4730 1,6,4743.33 1,10,4741 1,11,4707 1,13,4740 1,14,4661.4 2,0,1127.1 2,1,8 2,4,4739 2,6,2041.86 2,8,2 2,9,7 2,10,1064.78 2,11,4715 2,13,2374.5 2,14,1740.7 4,0,10.5122 4,6,12.3333 4,10,10 4,13,9 4,14,10.5935 6,0,562.359 6,1,1 6,2,7.5 6,4,4732 6,8,16 6,9,20 6,10,534.444 6,11,4709 6,13,7.5 6,14,758.107 8,0,1613.35 8,1,28 8,2,19 8,4,4759 8,6,2394.67 8,9,4 8,10,1202.5 8,11,4735 8,13,4769 8,14,2338.3 9,0,1846.62 9,1,23 9,2,15 9,4,4754 9,6,2390 9,10,1369.14 9,11,4731 9,13,4764 9,14,2597.84 10,0,451.685 10,1,3 10,2,0.5 10,4,4734 10,6,2.33333 10,8,3 10,9,2 10,11,4710 10,13,2.5 10,14,541.628 11,0,31.5196 11,4,23 11,6,35.6667 11,10,34 11,13,33 11,14,32.4831 13,0,833.723 13,1,30 13,2,21 13,4,4761 13,6,806 13,8,1 13,9,6 13,10,607.5 13,11,4737 13,14,1130.01 14,0,10.2985 14,1,0 14,2,0 14,4,0 14,6,0 14,8,0 14,9,0 14,10,0.222222 14,11,4706 14,13,0"
192.168.1.149:57142,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,3,0 0,4,0 0,6,0 0,8,0 0,10,0 0,13,0.285714 0,14,0.276042 3,0,20.3195 3,6,20 3,10,5 3,13,21.3333 3,14,17.7273 4,0,37.116 4,3,28 4,6,35.1667 4,10,18.5 4,13,35.2 4,14,31.706 6,0,11.3596 6,3,0 6,4,99 6,8,2 6,10,26.75 6,13,2.33333 6,14,14.5281 8,0,131.645 8,3,124 8,4,96 8,6,131.5 8,10,114.75 8,13,110.167 8,14,126.611 10,0,12.2571 10,3,2 10,6,11.25 10,13,11.4 10,14,9.87879 13,0,15.7132 13,3,8 13,4,93 13,6,13.4615 13,8,6 13,10,30 13,14,19.5538 14,0,0.0556962 14,3,0 14,4,0 14,6,0 14,8,0 14,10,0 14,13,0.428571"
192.168.1.149:57142,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,9,0 0,10,0 0,13,0.2 0,14,0.0437828 6,0,3.55764 6,9,7 6,10,4.1 6,13,3.6 6,14,3.79336 9,0,7.50633 9,6,9.5 9,10,6.66667 9,13,9 9,14,7.56954 10,0,3.41076 10,6,4.44444 10,9,4 10,13,4.6 10,14,3.82218 13,0,6.30041 13,6,6.28571 13,9,11 13,10,7.71429 13,14,6.81579 14,0,0 14,6,0 14,9,0 14,10,0 14,13,0.4"
192.168.1.149:57148,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,1 0,2,0 0,3,0 0,5,1 0,6,0 0,7,0 0,9,0 0,10,0 0,13,75.6667 0,14,0.113043 1,0,339.082 1,2,0 1,3,326 1,6,364.833 1,7,339 1,9,330 1,10,349.333 1,13,320 1,14,333.424 2,0,339.678 2,3,326 2,6,364.5 2,7,338 2,9,330 2,10,348.667 2,13,319 2,14,333.148 3,0,28.6293 3,6,38.5 3,7,12 3,9,18 3,10,22.6667 3,13,31 3,14,28.0559 5,0,357.273 5,1,19 5,2,19 5,3,345 5,6,384 5,7,358 5,9,349.5 5,10,368.333 5,13,339 5,14,352.459 6,0,1.44079 6,10,2 6,13,2 6,14,1.46108 7,0,17.4652 7,6,25.8333 7,9,5 7,10,10.3333 7,13,19 7,14,17.9899 9,0,14.9344 9,3,9 9,6,20 9,7,22 9,10,13.6667 9,13,13 9,14,15.242 10,0,5.39921 10,6,8.33333 10,9,2 10,13,4.5 10,14,6.32955 13,0,46.075 13,3,82 13,6,4.66667 13,7,94 13,9,86 13,10,69 13,14,51.1426 14,0,0 14,3,0 14,6,0 14,7,0 14,9,0 14,10,0 14,13,0"
192.168.1.149:57148,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,6,0.142857 0,9,0 0,10,0 0,13,0 0,14,0.0545073 1,0,22.9305 1,6,14.25 1,9,38 1,10,31.1111 1,13,14.5 1,14,22.8796 6,0,5.24678 6,1,0 6,9,7 6,10,6.6 6,13,4.33333 6,14,4.8451 9,0,3.74074 9,10,4.5 9,14,3.78431 10,0,9.77897 10,1,16 10,6,15.4286 10,9,1 10,13,10 10,14,9.2541 13,0,9.41576 13,1,10 13,6,7.5 13,9,15 13,10,11.6667 13,14,9.28378 14,0,0.00214592 14,1,0 14,6,0 14,9,0 14,10,0 14,13,0"
192.168.1.149:57148,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,4,0 0,5,0 0,6,0.111111 0,9,0 0,10,0 0,13,5.66667 0,14,1.14745 4,0,5.33333 4,6,5.66667 4,10,5.5 4,13,7 4,14,5.84483 5,0,312.235 5,4,313 5,6,319.667 5,10,318.5 5,13,219 5,14,318.65 6,0,27.4009 6,4,321 6,5,7 6,9,5 6,10,40.3333 6,13,7.66667 6,14,46.28 9,0,85.1042 9,4,319 9,5,5 9,6,129.625 9,10,81.8889 9,13,224.333 9,14,136.529 10,0,24.7231 10,4,315 10,5,1 10,6,3.28571 10,9,3 10,13,6.33333 10,14,36.3575 13,0,100.753 13,4,297 13,6,103 13,10,152.5 13,14,137.096 14,0,0.0765766 14,4,0 14,5,0 14,6,0 14,9,0 14,10,0 14,13,5.33333"
